"","cohort","Country","Sex","B0_50100","B0_50110","B1_50100","B1_50110","compression.one_50100","compression.one_50110","compression.twoThird_50100","compression.twoThird_50110","postponement.one_50100","postponement.one_50110","postponement.twoThird_50100","postponement.twoThird_50110"
"1410",1839,"Finland","Female",-4.57124534850916,-4.56393186771341,0.0863264351931806,0.0859072480474885,0.453936679226253,0.462365006557484,0.433754655899872,0.441871468572067,0.190026536359515,0.188489407886923,0.210208684016166,0.208983266242385
"1411",1840,"Finland","Female",-4.54837266794611,-4.54201243643045,0.0856060961218287,0.0852481526629632,0.359004610858516,0.372532006098165,0.343195601550402,0.356179645219228,0.165046670858498,0.149451370552935,0.180854940944311,0.165803983077542
"1412",1841,"Finland","Female",-4.57812301834273,-4.56772751535441,0.085891610931096,0.0853216417147967,0.266900762171687,0.230014988120789,0.255083363134325,0.2198698483774,0.26302994450921,0.294897742056442,0.274839651986632,0.305033016915029
"1413",1842,"Finland","Female",-4.62116230982309,-4.62337078678245,0.0883281725246944,0.0884387616400318,0.091788469036775,0.106901918067695,0.0877086495911179,0.102148212566131,0.0405595572071924,0.0237757992709042,0.0446393272973893,0.0285308409921115
"1414",1843,"Finland","Female",-4.6110562791102,-4.60456540228182,0.086557413568301,0.0861264603636997,-0.07496285310852,-0.109563037358029,-0.0716531885107763,-0.104738218234782,0.255950246483323,0.28930754658904,0.25262455279848,0.284464384435775
"1415",1844,"Finland","Female",-4.62835370403097,-4.62026261094454,0.087325365846328,0.0868985410092607,0.179170721615577,0.168197448589634,0.171214007772644,0.160753994507953,0.116530896661278,0.118520741892695,0.124485481717453,0.125961752715988
"1416",1845,"Finland","Female",-4.64081551773455,-4.64208806643992,0.088514053176281,0.0885490541655466,0.485650184600615,0.528377070171683,0.463937894022866,0.504758341218018,-0.090015756242618,-0.122921026077648,-0.0682870710939483,-0.0992833443366266
"1417",1846,"Finland","Female",-4.62712413064235,-4.61747499096701,0.0864948983409053,0.0859074133742714,0.230689653188165,0.217737982473274,0.220471987931546,0.208130973741472,0.158237548384005,0.179756722680455,0.168452215018878,0.18935948701796
"1418",1847,"Finland","Female",-4.66146378903697,-4.65963647807321,0.088212185828217,0.0881320970297314,0.382728430937945,0.379115628667702,0.365527540162656,0.362091283177644,0.105678863678264,0.103000960742953,0.122883283761436,0.120028862419222
"1419",1848,"Finland","Female",-4.64661124208739,-4.64015406383491,0.0872348277437273,0.0868357000280566,0.343229929802021,0.32568901266454,0.327907081645822,0.31118924470524,0.140801975010447,0.15624106914046,0.156125291934075,0.170740074881017
"1420",1849,"Finland","Female",-4.64006771202961,-4.63757708392046,0.0874355240546594,0.0872873896497358,0.425002827186301,0.45663268745475,0.40606763103262,0.436321235824931,0.0286192946300652,0.000916438747612602,0.04756253231443,0.0212378043092798
"1421",1850,"Finland","Female",-4.67248059685061,-4.66401484179137,0.0872677013448848,0.0867763221687079,0.768481705260754,0.758424531754091,0.733831643318528,0.724342698828455,0.10300907812282,0.116656403083248,0.13767061486779,0.150748394207632
"1422",1851,"Finland","Female",-4.66326072364972,-4.65721716261218,0.0872792563283125,0.0869277979783606,0.52812066448157,0.558283008449152,0.50453056721863,0.533418973213418,0.0319764658842487,0.0100163352717964,0.0555764160402177,0.0348914754976626
"1423",1852,"Finland","Female",-4.70072238923731,-4.69863282673179,0.0880994679284211,0.0879593773826545,0.481223309273894,0.454859532597027,0.459371121161276,0.43421538083938,0.265581718525752,0.291258020471894,0.287431159262344,0.311897321433634
"1424",1853,"Finland","Female",-4.69222579713006,-4.68463760742261,0.0877152517172984,0.0872765189261896,0.500901174989007,0.496479034321943,0.478422532987885,0.474278064141206,0.0562493646159119,0.0536151114927073,0.0787364664360197,0.0758242283502355
"1425",1854,"Finland","Female",-4.65695754772177,-4.65335610824385,0.087783548914502,0.0875659434032376,0.175836371541447,0.204274579874443,0.168030714037513,0.195223173407832,0.0122972666236834,-0.00680338751021736,0.0201064072785009,0.00225305705321688
"1426",1855,"Finland","Female",-4.68271518380516,-4.67551669292038,0.0879522297923149,0.0875310902635067,0.25396588001755,0.202688394976789,0.242546051849061,0.193596225785782,0.205662459604788,0.250286365514718,0.217077047164612,0.259369579352175
"1427",1856,"Finland","Female",-4.66983158220314,-4.66961400158321,0.0879241266744521,0.0878960267855755,0.264822090274777,0.32511797585428,0.253079958614098,0.310723040801363,-0.0962331066245312,-0.155914860692207,-0.0844799466474733,-0.141504847813398
"1428",1857,"Finland","Female",-4.69344220021022,-4.68614073616014,0.0876411492182693,0.0872155055912161,0.194936858932618,0.161767908432672,0.186208088232593,0.154541510985144,0.179990341533713,0.217166080059002,0.18871401709767,0.22438467307461
"1429",1858,"Finland","Female",-4.7140575509621,-4.71136998524447,0.0888860616758068,0.088727480981062,0.414348161468901,0.439260675209077,0.39572050676961,0.419548363774613,-0.0591520130163019,-0.0861063857952615,-0.0405110087168588,-0.0663790198528318
"1430",1859,"Finland","Female",-4.69834278684501,-4.69525400046592,0.0881881473231735,0.0879595081589736,0.35725123051623,0.354159078740192,0.341220126324561,0.33828741048,0.0529007717415411,0.0633999226991051,0.0689375945856341,0.07927657711938
"1431",1860,"Finland","Female",-4.69915993648599,-4.69329456309962,0.0877734598437726,0.0874419189380646,0.164643004739634,0.181606659434195,0.15732592220041,0.173559269836904,-0.00115537629542573,-0.0187471145352873,0.00616558324753669,-0.0106947196144418
"1432",1861,"Finland","Female",-4.67254202130625,-4.66539560600407,0.0872163768464925,0.0868136575060188,0.0573095962727699,0.0506932199935157,0.0547778002860255,0.0484605698332601,0.0363060647984774,0.0410347919317573,0.0388372741220344,0.0432664816382484
"1433",1862,"Finland","Female",-4.69456753304917,-4.68864543226179,0.0874842279850746,0.0871306298158768,-0.0377776923272606,-0.0614124463164636,-0.0361045166320721,-0.0586986991863512,0.0771654724839266,0.0991972860488524,0.0754872488990479,0.0964768722677967
"1434",1863,"Finland","Female",-4.764304895656,-4.76239700581174,0.0896101382972564,0.0894863783428522,0.441444790935634,0.478275630754489,0.421464708118922,0.456661247446853,-0.0855857588743341,-0.119318864903185,-0.0655896713091231,-0.0976861165281875
"1435",1864,"Finland","Female",-4.67250951057467,-4.66545429368165,0.0870248625078862,0.0865679023283096,0.0953734389692684,0.074384326979402,0.0911384240458553,0.0710904515260573,0.160839535271762,0.187811407940096,0.165068268437086,0.191097291311323
"1436",1865,"Finland","Female",-4.69244978193985,-4.68768928097915,0.0876717547317844,0.0874199088768351,0.0597093955586381,0.0749848886722191,0.0570565095724511,0.0716614089528527,0.0712368429861208,0.052261061688462,0.0738873064491337,0.055583528229274
"1437",1866,"Finland","Female",-4.68194316398071,-4.67417055004127,0.0868797036067666,0.0864272612556818,0.0742366630949576,0.027953983958632,0.0709386034166641,0.0267153524819541,0.195731940712925,0.239291760477371,0.199021449249337,0.240518680715308
"1438",1867,"Finland","Female",-4.66965029097913,-4.66391941298742,0.086060454605432,0.0857391357794641,-0.146952200729938,-0.137858779788658,-0.140503174895748,-0.131825719838819,0.176141150183341,0.165166226979935,0.169680063888638,0.159122204646419
"1439",1868,"Finland","Female",-4.77904916127496,-4.78066882833916,0.0893382077681712,0.0894425295978171,0.393323300742704,0.419958189066246,0.375403952546026,0.400822352445822,0.121107785775298,0.0924673592064735,0.139030608394254,0.111609003015747
"1440",1869,"Finland","Female",-4.71566775983531,-4.71013059398033,0.087288845002194,0.086905171613719,0.106015998333941,0.09127870863529,0.101283047993807,0.0872137390079928,0.190755003926338,0.208142774525559,0.195480371710097,0.212199093615101
"1441",1870,"Finland","Female",-4.73309407426672,-4.72269141408877,0.0878025945684949,0.087241744045572,0.208407026229381,0.181248173908177,0.199079573711188,0.173168277557622,0.0948041824297299,0.117512018572363,0.104131572138051,0.125590053069903
"1442",1871,"Finland","Female",-4.73385668880926,-4.73088766406231,0.0882854925986108,0.0880953888049514,0.377594939592175,0.404933820512973,0.360634393133871,0.386776754790283,0.0117786134701454,-0.00988011814338563,0.0287474443323603,0.00828674355400594
"1443",1872,"Finland","Female",-4.76859224492107,-4.76302593286933,0.0884385878631873,0.0881039810411372,0.454601011699715,0.458528364192343,0.434042521127509,0.437844626286971,0.0673628645900273,0.0649581693086745,0.0879286848242771,0.0856492114663538
"1444",1873,"Finland","Female",-4.78328042520348,-4.77808389601874,0.0890189770612848,0.0887132493127347,0.114626665284643,0.0949137693456663,0.109440589083178,0.0906278393883433,0.149382152819364,0.168458142571012,0.154562621576325,0.172736931084156
"1445",1874,"Finland","Female",-4.79106128219104,-4.78573870484707,0.0894263489884268,0.0890937358497504,0.728425181433408,0.742685113271655,0.695161903640766,0.70886589485999,-0.030695664228837,-0.0467919292143293,0.00258703585208053,-0.0129528035697355
"1446",1875,"Finland","Female",-4.78368241205473,-4.77707905631454,0.0889102642720594,0.0885037405936449,0.558185514537573,0.548469000443671,0.532778667636919,0.523565625019927,0.0738666933186352,0.0926248939907168,0.0992833213057409,0.117536546522746
"1447",1876,"Finland","Female",-4.77584472075725,-4.76433697996381,0.0878132702676532,0.0871598805539018,0.579455888573921,0.55931489150472,0.553210429937518,0.534096631722214,0.129610817574399,0.15026072862349,0.155862954872646,0.175483887210977
"1448",1877,"Finland","Female",-4.82052019403433,-4.81729462412328,0.0897512255228973,0.0895697783871948,0.935197542393606,0.953886754018836,0.892350066995864,0.910253539658317,-0.146827380683835,-0.163420644260377,-0.103950432781112,-0.119757348671623
"1449",1878,"Finland","Female",-4.8094312440454,-4.79925218582695,0.0885331485992011,0.0879102093203328,0.184089048725724,0.112581455215981,0.175739471025977,0.107489738751813,0.220421314202095,0.301977365854675,0.228763431912192,0.307055480189717
"1450",1879,"Finland","Female",-4.82468986432022,-4.81743817074236,0.0892476016882011,0.0888293179602053,0.670047995185499,0.6624224533351,0.639429500793444,0.632252633228855,0.00958698477644404,0.00904257991303581,0.0402212376076001,0.0392274454339443
"1451",1880,"Finland","Female",-4.82462336010475,-4.81479509893478,0.0884132897618327,0.0878264710442251,0.560471155558549,0.567405805887528,0.534889051603301,0.541611030945244,0.176741548231963,0.182273363306731,0.202328012488294,0.208072107217841
"1452",1881,"Finland","Female",-4.82152621382236,-4.80849781679813,0.0883441212712737,0.0875859935103078,0.533958302970973,0.474069632138207,0.509536516866209,0.452483409692821,0.255099724069176,0.317033829195985,0.279521244712775,0.338615178499186
"1453",1882,"Finland","Female",-4.81897882384274,-4.81070895043736,0.0869547013061993,0.0864653986874455,0.307869705175548,0.292484784940324,0.293910407087292,0.279267026689933,0.397115158482023,0.415053492618426,0.411061916720382,0.428257866144047
"1454",1883,"Finland","Female",-4.83982456525183,-4.83205378521278,0.0869036469454298,0.0864806390450117,0.343222946143079,0.328763889238779,0.327560476692415,0.313806812440305,0.523280296878553,0.535560024403505,0.538924700109511,0.550498561994704
"1455",1884,"Finland","Female",-4.85065692866958,-4.84170866614096,0.0869658060003819,0.086449506492307,0.360064294990778,0.33949793256128,0.343568073888203,0.323998676354933,0.591114232379429,0.611568702831715,0.607589148091119,0.627045798947755
"1456",1885,"Finland","Female",-4.87555979573129,-4.87077770414703,0.0873071506129277,0.0870165678934096,0.556758011766824,0.570257356633952,0.531097623955976,0.544038074839666,0.553136167547827,0.540093024247106,0.578782348183637,0.566299379073229
"1457",1886,"Finland","Female",-4.89142236170153,-4.8828438020942,0.0870191763656376,0.0865232753305704,0.707875531976821,0.730906427137636,0.675265096935782,0.697367424254448,0.495779940661752,0.478529738466104,0.528383154282306,0.512062994179526
"1458",1887,"Finland","Female",-4.88518121082062,-4.86878210002762,0.0864305719140963,0.0855113722184878,0.389572465177125,0.311171387534245,0.371633306410338,0.296917785245519,0.763331219036559,0.848350624761647,0.781242038646557,0.862571097637744
"1459",1888,"Finland","Female",-4.94062695079197,-4.9361675633564,0.0882518533135531,0.087996052458559,0.796908775207125,0.837053723199862,0.759798517641425,0.79818362016012,0.461271942974975,0.416074054748538,0.498378760340778,0.454943813728949
"1460",1889,"Finland","Female",-4.95618300600054,-4.95403208293936,0.0879687203653203,0.0877892609585041,0.792485570020183,0.826691793392726,0.755383028374208,0.788046796295866,0.637748199658486,0.613430563715102,0.674838624115527,0.65206567894418
"1461",1890,"Finland","Female",-4.95707105340672,-4.94473973719753,0.0867025022138442,0.0860019368569578,0.806154911839599,0.796317016730079,0.768603726403761,0.75940820269977,0.723982225718384,0.737488131196525,0.76151870715815,0.774382047748581
"1462",1891,"Finland","Female",-4.98928645596187,-4.98300920221302,0.0874679709731136,0.087125367160924,1.0186263597289,1.06806355451429,0.970720553839413,1.0180078524182,0.694862695535193,0.643434009087745,0.742760057920417,0.69348482694053
"1463",1892,"Finland","Female",-5.02391427750851,-5.01881832131571,0.0879361017678977,0.0876148462151379,1.26116520814826,1.28752424278039,1.20176142752455,1.22703649038911,0.487537670268178,0.466794406935435,0.546947820320764,0.527289617473549
"1464",1893,"Finland","Female",-5.04049306521096,-5.0353529144024,0.0875015153365625,0.0871851285084259,1.23730721650844,1.25930638862487,1.17906747115926,1.20016832158708,0.546598959951965,0.53539330745831,0.604842022301355,0.594535392345538
"1465",1894,"Finland","Female",-5.05716095765419,-5.04723427291823,0.0873073248946007,0.0867632607997514,1.2722616936738,1.27388656232926,1.21222727960151,1.21401450584343,0.616624090938526,0.618314262061418,0.676659797007982,0.678187355826601
"1466",1895,"Finland","Female",-5.07935968853194,-5.0695111556431,0.0879199093268423,0.0873759954159108,1.25197498268552,1.22551782380448,1.19275153634009,1.16774766249759,0.559135868702324,0.589256775808117,0.61836286776823,0.647028444254133
"1467",1896,"Finland","Female",-5.11784668602092,-5.11460113002755,0.0887554701094767,0.0885552751792371,1.3938887243056,1.43428190607113,1.32761619544923,1.36622929825522,0.42677776803535,0.38772247057604,0.493062966590834,0.455789755053619
"1468",1897,"Finland","Female",-5.15541278512594,-5.14972135117357,0.0892509437036207,0.0889143259818738,1.66859618274605,1.75180727223538,1.58862824064362,1.66815331621228,0.369847389972076,0.290711246415256,0.449836507389062,0.374389911380913
"1469",1898,"Finland","Female",-5.1828553048373,-5.17633651282027,0.0897812606971348,0.0894019107922605,1.46924939048862,1.46138696057603,1.3984009002391,1.39108239607382,0.52638924032755,0.542472310248325,0.597249551642868,0.612787382918473
"1470",1899,"Finland","Female",-5.22025696140802,-5.21496798201704,0.0906298900373893,0.0903076932749842,1.60479352920321,1.58958775829632,1.52704577427344,1.51273378636834,0.385126219716188,0.401131168151561,0.46289607026921,0.478005613904052
"1471",1900,"Finland","Female",-5.26690592088421,-5.26215067214003,0.0914323305906705,0.0911376432887259,1.90436527898552,1.96591318723935,1.81172143391285,1.87055160389945,0.133670054411393,0.0750207092991388,0.226353678948904,0.170424152307955
"1472",1901,"Finland","Female",-5.28729477832018,-5.27978277596722,0.0914660464083602,0.0910251398214799,1.81808758235657,1.8181639504401,1.72938049165479,1.72969278701448,0.238867233836,0.251934810492223,0.327608622373667,0.340438491923219
"1473",1902,"Finland","Female",-5.31811321968673,-5.30834938018713,0.0919124244011161,0.091363232117467,1.78672738813694,1.76596480191889,1.69926282324171,1.679809998192,0.230194191968934,0.257164463054302,0.317693966415217,0.34335139864514
"1474",1903,"Finland","Female",-5.3507138214924,-5.34150744235987,0.0926807264966533,0.0921671291196421,1.89199356768986,1.87509030572265,1.79918397459625,1.78340429376244,0.0408619226691549,0.0634394522696056,0.133718432325281,0.155169277791277
"1475",1904,"Finland","Female",-5.36127841991661,-5.36182004913694,0.0927079863629812,0.092714737994209,1.86106577969423,1.93586865356877,1.7699633054903,1.84121084894879,-0.0300232545381363,-0.108937862292819,0.0611279939935727,-0.0142271141479071
"1476",1905,"Finland","Female",-5.41884813381339,-5.41371132331019,0.0941761033556203,0.0938668408285569,2.05543971166646,2.09678730488221,1.95345013681954,1.99301035867005,-0.0761344652230527,-0.112378668983766,0.025915827731982,-0.00854041488853596
"1477",1906,"Finland","Female",-5.4318802762288,-5.42751751407397,0.0938464416816198,0.0935633532246178,1.88773002532766,1.88579959820076,1.7940317628851,1.79234932560584,0.0715357226502995,0.0827468089059735,0.165283889588014,0.17624536570662
"1478",1907,"Finland","Female",-5.46447217198605,-5.46157806026977,0.0944619910545656,0.0942821137627513,1.84836010342501,1.87220431335527,1.75630802574716,1.77911255951387,0.0282555184469331,0.00339053543455492,0.1203606466451,0.0965360749472808
"1479",1908,"Finland","Female",-5.49901078721528,-5.48831323990177,0.0947881613599488,0.0941749446891938,1.87766111939845,1.86220951253705,1.78357959361153,1.76923395742266,0.095884376062223,0.126099994334783,0.190018158306106,0.219123709601256
"1480",1909,"Finland","Female",-5.52434047850672,-5.51901224034521,0.0951510624257431,0.0948307941116063,1.78999102705368,1.7967872240109,1.69996446779266,1.70661291362419,0.155141246810476,0.15232829008108,0.245216704127625,0.242550528509199
"1481",1910,"Finland","Female",-5.54740110416469,-5.54608759392823,0.0952810235067937,0.0951666008296164,1.63939887135941,1.66486292386716,1.55684671681618,1.58112315593927,0.210058426507988,0.183337197865747,0.292653280348027,0.267121161901908
"1482",1911,"Finland","Female",-5.58608978523999,-5.58666773993346,0.0956680749146853,0.0956699778495529,1.74232552843808,1.7976176980661,1.65410864932954,1.70669365376838,0.201115108924963,0.134741982114868,0.289379291859017,0.225717770766419
"1483",1912,"Finland","Female",-5.60242658221044,-5.59424019609189,0.0957606318577936,0.0952901969506376,1.65139620413887,1.67145064339532,1.567729500132,1.58704601753893,0.222656015412515,0.208624755367278,0.306366693724023,0.293072874738257
"1484",1913,"Finland","Female",-5.6174426850887,-5.61398252607598,0.095623080519712,0.0954083072844102,1.53762843952473,1.57964282282429,1.45957674991734,1.49962455208681,0.351831226954143,0.307427463861597,0.429916865831004,0.387482436404021
"1485",1914,"Finland","Female",-5.66643744778954,-5.66141142351386,0.0967681296621589,0.0964746855564395,1.75123861326388,1.72017485136406,1.6614916953851,1.63212657402978,0.256547887236355,0.299830316448741,0.34634383112245,0.387923478861708
"1486",1915,"Finland","Female",-5.66970331415036,-5.66538192705729,0.0963175680991675,0.096043092768248,1.42210379438875,1.43196518752022,1.34931596969182,1.35880630428443,0.468000212498179,0.462852612463251,0.54081408798142,0.536037526285106
"1487",1916,"Finland","Female",-5.71489324820006,-5.71066922344608,0.0970777488427914,0.096823680521166,1.60489586845956,1.61121687074691,1.52224910899853,1.52839236447583,0.353617210052128,0.346570886082642,0.436304459306534,0.429435606053186
"1488",1917,"Finland","Female",-5.75105087655694,-5.7466347854846,0.0976158618060898,0.0973348428502145,1.61187326387525,1.60710819641204,1.52837818165063,1.52398377700754,0.385680311662767,0.401157281843634,0.469216239376976,0.484320647527671
"1489",1918,"Finland","Female",-5.75721740003207,-5.75284237543239,0.097326104064393,0.0970552131402982,1.45045836802541,1.49613558513021,1.37552992100323,1.41904611406837,0.412418924645547,0.359339649648664,0.487380097814814,0.436465477941621
"1490",1919,"Finland","Female",-5.77845845019056,-5.77265843204236,0.0975924192358692,0.097258066827956,1.42137215947669,1.42437863681079,1.34776689077853,1.35077719651739,0.418988959925006,0.419326815723757,0.492626272907341,0.492959498024302
"1491",1920,"Finland","Female",-5.80651650623497,-5.80109185527923,0.0979801020678473,0.0976586645334543,1.44566955038982,1.42536954231726,1.37057798569774,1.3514512028548,0.381544161853149,0.411162955436481,0.456671852346588,0.485114124815667
"1492",1921,"Finland","Female",-5.82791596087309,-5.82230420853079,0.0977115351292465,0.0973736466493711,1.3445652737479,1.3110177780852,1.27469544089933,1.24298052915283,0.461663544316963,0.513753844806942,0.531560547152306,0.581813314631336
"1493",1922,"Finland","Female",-5.8895048211718,-5.88415818093331,0.0985785287983163,0.0982661974206616,1.58570638369847,1.61020910645553,1.50238136257517,1.52579844090615,0.464303256099136,0.437901253087865,0.547667130412155,0.522352110641592
"1494",1923,"Finland","Female",-5.91940966788384,-5.91434682636378,0.0987277749582556,0.0984106961814233,1.66728599274037,1.66314950029398,1.5793934072703,1.57562288266089,0.456737817385036,0.472960971754315,0.544673331986306,0.560528417015799
"1495",1924,"Finland","Female",-5.95558986456049,-5.9525584132426,0.0991174350195639,0.0988998692036731,1.57522250859068,1.59148266270201,1.4916787923332,1.50719676624606,0.582619316570771,0.572398625545354,0.666196618330126,0.656718734458071
"1496",1925,"Finland","Female",-5.97233684055832,-5.96578190751098,0.098104247922235,0.097709263465471,1.65481998316521,1.64861521346477,1.56700506864411,1.56131931546382,0.767636072902143,0.786743220796243,0.85547501920864,0.874060994806065
"1497",1926,"Finland","Female",-5.99479768275734,-5.99031457771598,0.0983382942513764,0.0980706096450783,1.51876849129313,1.52218572340805,1.4380309358969,1.44139914220309,0.802420307553263,0.804629107212211,0.883174954850659,0.885432327261647
"1498",1927,"Finland","Female",-6.00556262497461,-5.99933181107938,0.097240670975716,0.0968596113811332,1.37471945591705,1.36994347252361,1.30166831235471,1.2973001819081,1.09157943741759,1.10935002130105,1.16462374057107,1.18198517775526
"1499",1928,"Finland","Female",-6.04195062211994,-6.03832916557818,0.0973055162056918,0.0970748325159075,1.53753773177256,1.54665921975095,1.45542423815293,1.4641843128748,1.13673495631399,1.1310604947209,1.21884665695459,1.21353420129216
"1500",1929,"Finland","Female",-6.06975393898723,-6.06681115802522,0.096749570312222,0.0965333772228609,1.5657180224954,1.58714384914964,1.48177277569236,1.50217772374998,1.37136418563908,1.35608525660866,1.45529587215064,1.44103968660112
"1501",1930,"Finland","Female",-6.05401876365595,-6.04639721761135,0.0948197142092554,0.0943690861975503,1.32974612972439,1.32355069086069,1.25882824116833,1.25313654762335,1.7695201072375,1.79653535280498,1.84039348105366,1.86690425588237
"1502",1931,"Finland","Female",-6.06593869424855,-6.06130325423566,0.0941520009111112,0.0938805063881024,1.28334144561926,1.29389268555731,1.21504343486396,1.22516506908445,1.84629871644332,1.83766604419465,1.91454818774753,1.90634685912461
"1503",1932,"Finland","Female",-6.09368327858188,-6.09021434975159,0.0936599392574398,0.0934345392196062,1.09147506451767,1.10556267640869,1.03331039709038,1.04674048229543,2.06332741416857,2.05382050881631,2.12142487171997,2.11257770441289
"1504",1933,"Finland","Female",-6.06463284046131,-6.05750303307164,0.0913416477313905,0.0909064257253544,0.779436979426936,0.771558657559943,0.738288764293557,0.730924960640753,2.46779553512683,2.49764745113337,2.50884961285858,2.53818766560871
"1505",1934,"Finland","Female",-6.09033922017452,-6.08440522475262,0.0907892078627641,0.0904610555641662,0.7197531674543,0.706381974477168,0.68167120158995,0.669079604466347,2.69375712880207,2.71659750241694,2.73173353578415,2.75379466804689
"1506",1935,"Finland","Female",-6.09372652562678,-6.09062957541196,0.0899759986985344,0.089773068774361,0.656766688266366,0.67855708643863,0.622259319141847,0.642969728684399,2.62844163189649,2.60085639895991,2.66285171031449,2.63635051736228
"1507",1936,"Finland","Female",-6.07782842114043,-6.07242050109975,0.0881386645766798,0.0877992223643188,0.449594752340865,0.446130500463859,0.426093710906294,0.42285530343797,3.04457180555112,3.0693135994639,3.06795655582648,3.09247389464286
"1508",1937,"Finland","Female",-6.08026137920265,-6.07226320567721,0.0869687469273017,0.0865136764187881,0.410005666648487,0.402322221643914,0.388720514171652,0.381495443579482,3.09078287315221,3.11660920409174,3.11195914781762,3.13732924184407
"1509",1938,"Finland","Female",-6.05999118474461,-6.05316715475404,0.0853080814055394,0.0849089444782754,0.0994516884854661,0.0820663433228646,0.0943344981258818,0.0778529153549954,3.35796987868259,3.40187226178468,3.36296608269765,3.40596547373819
"1510",1939,"Finland","Female",-6.08813495649128,-6.07912130283671,0.0848458959067461,0.0843297852230061,0.101877909596567,0.0684650542947125,0.0966407392052773,0.0649548659607149,3.39909323642036,3.47003085346623,3.40421445549277,3.47342495335539
"1511",1940,"Finland","Female",-6.10245058033704,-6.11058966160692,0.0851733737204278,0.0856481136272758,0.274010723543384,0.364636733833557,0.260001103228184,0.34598890690981,2.94278609761906,2.75083225836404,2.95670714541772,2.76940006130849
"1512",1941,"Finland","Female",-6.06742975394436,-6.05402098320074,0.0822560329697333,0.0813837149594148,0.00854774257476976,-0.0419375576605177,0.00811624183486259,-0.0398284020995163,3.46290835257855,3.62310305785424,3.46324295813123,3.62089599329986
"1513",1942,"Finland","Female",-6.05298867015827,-6.04710269872756,0.0816620365918424,0.081357042984021,-0.235587122137538,-0.25038387819226,-0.223808853801216,-0.237891664838877,3.33809596042401,3.36108277347841,3.32622377111842,3.34849778050065
"1514",1943,"Finland","Female",-6.04565433431422,-6.03500292574312,0.0807366572085591,0.0800727141713241,-0.112950127852955,-0.134741144716351,-0.107363953574676,-0.128102828213919,3.1019653440474,3.17682030984673,3.09630578048926,3.17011001427782
"1515",1944,"Finland","Female",-6.03440901428693,-6.02652598600185,0.080126558837505,0.0796537871739101,-0.336285086046871,-0.349620911435046,-0.319806541861148,-0.332537218128508,2.989086435572,3.03970847179034,2.97253735298445,3.02255540345661
"1516",1945,"Finland","Female",-6.04224321473443,-6.03296978003979,0.0796242659316723,0.0790526563053596,-0.312573064713369,-0.351276395302136,-0.297310488379892,-0.334171978573131,2.96033297881484,3.06115268662499,2.94500537881492,3.04398284761696
"1517",1946,"Finland","Female",-6.06784146463587,-6.06226743280305,0.079990476325044,0.0796776014280783,-0.061836993288253,-0.0631595055577989,-0.0588269468644498,-0.060092753823703,2.51361074092503,2.51505453130442,2.51055268665287,2.51194115830438
"1518",1947,"Finland","Female",-6.08212104087363,-6.07963249992465,0.0801742031606072,0.0800419870690503,0.0116761103350953,0.0465338225102983,0.0111101773948761,0.0442832874700017,2.17020393891752,2.10058630805192,2.17073152636032,2.10280119627259
"1519",1948,"Finland","Female",-6.08370788666961,-6.07967810309616,0.0795275476516017,0.0792656940227215,0.151980481899052,0.170790757469696,0.144665161401853,0.162589617198982,1.98433936484803,1.96096331311364,1.99162504985016,1.96913631362478
"1520",1949,"Finland","Female",-6.10196189523721,-6.09764563570619,0.0795693514219839,0.0793011251149807,0.0891665269307609,0.120274301968877,0.0848867721768372,0.114518103935886,1.79700762735062,1.74604468361476,1.80126085856817,1.75177643044556
"1521",1950,"Finland","Female",-6.06879803399332,-6.05893637830743,0.0782748112415867,0.0775638126478351,-0.217104133233967,-0.331685970906335,-0.206759218003839,-0.315887329350971,2.11981572676872,2.43023447221735,2.10943744611136,2.41439699325733
"1522",1951,"Finland","Female",-6.07061543966472,-6.06053184591866,0.0777381045564637,0.0770353814735088,0.0213272428453593,0.0441256011540787,0.0203241913918717,0.0420626454111925,1.54902630935218,1.5239009555135,1.55001063716599,1.52594712487586
"1523",1952,"Finland","Female",-6.08643056305472,-6.0753409263997,0.0776126286505934,0.076817127598901,0.225096873879806,0.19103203694474,0.214491458394221,0.182063859680923,1.54272746572125,1.69938615688863,1.55331661680067,1.70833697684478
"1524",1953,"Finland","Female",-6.11035616050873,-6.10371302066446,0.0780274233268751,0.0775397937414165,0.439790143371511,0.471408272196449,0.419061776408917,0.449284128867085,1.2372541340964,1.20298654425029,1.25797185233255,1.2251012365
"1525",1954,"Finland","Female",-6.12920472261641,-6.11942547131576,0.0779774065977061,0.0772576582326315,0.648020927036704,0.639652948347035,0.617423029573949,0.609573863998946,1.19174590232265,1.27842170019283,1.22233556925329,1.30849210817489
"1526",1955,"Finland","Female",-6.15836786980659,-6.15050598439415,0.0784605300696004,0.0779225899335566,0.797455271217174,0.81392620864343,0.759726807995754,0.775577212549045,0.950142861592433,0.949474829900559,0.987866818917539,0.987819664580151
"1527",1956,"Finland","Female",-6.19302482939342,-6.18641275608113,0.0792040400474005,0.078764310577324,0.85357680969436,0.850560643046293,0.81293999845763,0.810175333294865,0.859960959302462,0.902958185180125,0.900594527878717,0.943339874567528
"1528",1957,"Finland","Female",-6.22020429405306,-6.21344060437475,0.0798951607879061,0.0795037719210567,0.93725033429213,0.910465221265817,0.892406123575391,0.866987395600823,0.740606154752257,0.814109955412299,0.785449079472613,0.85758548300349
